,week,position,name,analyst,error
1558,2,K,Younghoe Koo,Matt Harmon_error,3.0
1559,2,K,Cameron Dicker,Matt Harmon_error,
1560,2,K,Cairo Santos,Matt Harmon_error,0.0
1561,2,K,Jake Bates,Matt Harmon_error,
1562,2,K,Jason Myers,Matt Harmon_error,
1563,2,K,Blake Grupe,Matt Harmon_error,
1564,2,K,Chase McLaughlin,Matt Harmon_error,
1565,2,K,Joshua Karty,Matt Harmon_error,
1566,2,K,Greg Zuerlein,Matt Harmon_error,
1567,2,K,Dustin Hopkins,Matt Harmon_error,
1568,2,K,Matt Prater,Matt Harmon_error,
1569,2,K,Daniel Carlson,Matt Harmon_error,
1570,2,K,Cam Little,Matt Harmon_error,
1571,2,K,Will Reichard,Matt Harmon_error,
1572,2,K,Wil Lutz,Matt Harmon_error,
1573,2,K,Nick Folk,Matt Harmon_error,
1574,2,K,Eddy Pineiro,Matt Harmon_error,
1575,2,K,Brayden Narveson,Matt Harmon_error,
1576,3,K,Harrison Butker,Matt Harmon_error,0.0
1577,3,K,Jake Moody,Matt Harmon_error,14.0
1578,3,K,Brandon Aubrey,Matt Harmon_error,3.0
1579,3,K,Ka'imi Fairbairn,Matt Harmon_error,26.0
1580,3,K,Justin Tucker,Matt Harmon_error,15.0
1581,3,K,Evan McPherson,Matt Harmon_error,2.0
1582,3,K,Jake Elliott,Matt Harmon_error,22.0
1583,3,K,Blake Grupe,Matt Harmon_error,5.0
1584,3,K,Daniel Carlson,Matt Harmon_error,14.0
1585,3,K,Cameron Dicker,Matt Harmon_error,12.0
1586,3,K,Tyler Bass,Matt Harmon_error,4.0
1587,3,K,Younghoe Koo,Matt Harmon_error,3.0
1588,3,K,Chase McLaughlin,Matt Harmon_error,
1589,3,K,Jake Bates,Matt Harmon_error,
1590,3,K,Cairo Santos,Matt Harmon_error,
1591,3,K,Jason Myers,Matt Harmon_error,
1592,3,K,Dustin Hopkins,Matt Harmon_error,
1593,3,K,Chris Boswell,Matt Harmon_error,
1594,3,K,Matt Prater,Matt Harmon_error,
1595,3,K,Greg Zuerlein,Matt Harmon_error,
1596,3,K,Jason Sanders,Matt Harmon_error,
1597,3,K,Will Reichard,Matt Harmon_error,
1598,3,K,Brayden Narveson,Matt Harmon_error,
1599,3,K,Cam Little,Matt Harmon_error,
1600,3,K,Joshua Karty,Matt Harmon_error,
1601,3,K,Wil Lutz,Matt Harmon_error,
1602,3,K,Matt Gay,Matt Harmon_error,
1603,3,K,Austin Seibert,Matt Harmon_error,
1604,3,K,Eddy Pineiro,Matt Harmon_error,
1605,3,K,Joey Slye,Matt Harmon_error,
1606,3,K,Nick Folk,Matt Harmon_error,
1607,4,K,Brandon Aubrey,Matt Harmon_error,6.0
1608,4,K,Ka'imi Fairbairn,Matt Harmon_error,18.0
1609,4,K,Harrison Butker,Matt Harmon_error,24.0
1610,4,K,Jake Moody,Matt Harmon_error,0.0
1611,4,K,Evan McPherson,Matt Harmon_error,1.0
1612,4,K,Matt Prater,Matt Harmon_error,24.0
1613,4,K,Justin Tucker,Matt Harmon_error,20.0
1614,4,K,Younghoe Koo,Matt Harmon_error,6.0
1615,4,K,Blake Grupe,Matt Harmon_error,8.0
1616,4,K,Chase McLaughlin,Matt Harmon_error,3.0
1617,4,K,Chris Boswell,Matt Harmon_error,5.0
1618,4,K,Jason Myers,Matt Harmon_error,17.0
1619,4,K,Tyler Bass,Matt Harmon_error,
1620,4,K,Jake Elliott,Matt Harmon_error,
1621,4,K,Jake Bates,Matt Harmon_error,
1622,4,K,Dustin Hopkins,Matt Harmon_error,
1623,4,K,Cairo Santos,Matt Harmon_error,
1624,4,K,Daniel Carlson,Matt Harmon_error,
1625,4,K,Will Reichard,Matt Harmon_error,
1626,4,K,Brayden Narveson,Matt Harmon_error,
1627,4,K,Cameron Dicker,Matt Harmon_error,
1628,4,K,Greg Zuerlein,Matt Harmon_error,
1629,4,K,Wil Lutz,Matt Harmon_error,
1630,4,K,Austin Seibert,Matt Harmon_error,
1631,4,K,Jason Sanders,Matt Harmon_error,
1632,4,K,Cam Little,Matt Harmon_error,
1633,4,K,Greg Joseph,Matt Harmon_error,
1634,4,K,Eddy Pineiro,Matt Harmon_error,
1635,4,K,Joshua Karty,Matt Harmon_error,
1636,4,K,Nick Folk,Matt Harmon_error,
1637,4,K,Joey Slye,Matt Harmon_error,
1638,4,K,Matt Gay,Matt Harmon_error,
1639,5,K,Brandon Aubrey,Matt Harmon_error,11.0
1640,5,K,Harrison Butker,Matt Harmon_error,3.0
1641,5,K,Ka'imi Fairbairn,Matt Harmon_error,1.0
1642,5,K,Younghoe Koo,Matt Harmon_error,3.0
1643,5,K,Justin Tucker,Matt Harmon_error,2.0
1644,5,K,Jake Moody,Matt Harmon_error,11.0
1645,5,K,Chase McLaughlin,Matt Harmon_error,5.0
1646,5,K,Evan McPherson,Matt Harmon_error,15.0
1647,5,K,Tyler Bass,Matt Harmon_error,9.0
1648,5,K,Jason Myers,Matt Harmon_error,2.0
1649,5,K,Cairo Santos,Matt Harmon_error,8.0
1650,5,K,Chris Boswell,Matt Harmon_error,
1651,5,K,Dustin Hopkins,Matt Harmon_error,
1652,5,K,Blake Grupe,Matt Harmon_error,
1653,5,K,Austin Seibert,Matt Harmon_error,
1654,5,K,Wil Lutz,Matt Harmon_error,
1655,5,K,Will Reichard,Matt Harmon_error,
1656,5,K,Matt Gay,Matt Harmon_error,
1657,5,K,Greg Zuerlein,Matt Harmon_error,
1658,5,K,Cam Little,Matt Harmon_error,
1659,5,K,Brayden Narveson,Matt Harmon_error,
1660,5,K,Daniel Carlson,Matt Harmon_error,
1661,5,K,Eddy Pineiro,Matt Harmon_error,
1662,5,K,Joshua Karty,Matt Harmon_error,
1663,5,K,Joey Slye,Matt Harmon_error,
1664,5,K,Chad Ryland,Matt Harmon_error,
1665,5,K,Jason Sanders,Matt Harmon_error,
1666,5,K,Greg Joseph,Matt Harmon_error,
1667,6,K,Brandon Aubrey,Matt Harmon_error,5.0
1668,6,K,Younghoe Koo,Matt Harmon_error,3.0
1669,6,K,Ka'imi Fairbairn,Matt Harmon_error,1.0
1670,6,K,Justin Tucker,Matt Harmon_error,2.0
1671,6,K,Chase McLaughlin,Matt Harmon_error,10.0
1672,6,K,Evan McPherson,Matt Harmon_error,15.0
1673,6,K,Chris Boswell,Matt Harmon_error,5.0
1674,6,K,Austin Seibert,Matt Harmon_error,5.0
1675,6,K,Jake Elliott,Matt Harmon_error,0.0
1676,6,K,Jason Myers,Matt Harmon_error,9.0
1677,6,K,Tyler Bass,Matt Harmon_error,10.0
1678,6,K,Cameron Dicker,Matt Harmon_error,3.0
1679,6,K,Greg Joseph,Matt Harmon_error,
1680,6,K,Cairo Santos,Matt Harmon_error,
1681,6,K,Jake Bates,Matt Harmon_error,
1682,6,K,Brayden Narveson,Matt Harmon_error,
1683,6,K,Blake Grupe,Matt Harmon_error,
1684,6,K,Matt Gay,Matt Harmon_error,
1685,6,K,Wil Lutz,Matt Harmon_error,
1686,6,K,Nick Folk,Matt Harmon_error,
1687,6,K,Cam Little,Matt Harmon_error,
1688,6,K,Eddy Pineiro,Matt Harmon_error,
1689,6,K,Chad Ryland,Matt Harmon_error,
1690,6,K,Matthew Wright,Matt Harmon_error,
1691,6,K,Daniel Carlson,Matt Harmon_error,
1692,6,K,Greg Zuerlein,Matt Harmon_error,
1693,6,K,Dustin Hopkins,Matt Harmon_error,
1694,6,K,Joey Slye,Matt Harmon_error,
1695,7,K,Younghoe Koo,Matt Harmon_error,25.0
1696,7,K,Justin Tucker,Matt Harmon_error,5.0
1697,7,K,Ka'imi Fairbairn,Matt Harmon_error,5.0
1698,7,K,Austin Seibert,Matt Harmon_error,5.0
1699,7,K,Evan McPherson,Matt Harmon_error,20.0
1700,7,K,Will Reichard,Matt Harmon_error,2.0
1701,7,K,Chase McLaughlin,Matt Harmon_error,11.0
1702,7,K,Harrison Butker,Matt Harmon_error,7.0
1703,7,K,Jake Elliott,Matt Harmon_error,13.0
1704,7,K,Cameron Dicker,Matt Harmon_error,10.0
1705,7,K,Jake Bates,Matt Harmon_error,3.0
1706,7,K,Jason Myers,Matt Harmon_error,
1707,7,K,Tyler Bass,Matt Harmon_error,
1708,7,K,Matt Gay,Matt Harmon_error,
1709,7,K,Blake Grupe,Matt Harmon_error,9.0
1710,7,K,Chris Boswell,Matt Harmon_error,
1711,7,K,Wil Lutz,Matt Harmon_error,
1712,7,K,Joshua Karty,Matt Harmon_error,
1713,7,K,Jason Sanders,Matt Harmon_error,
1714,7,K,Greg Joseph,Matt Harmon_error,
1715,7,K,Dustin Hopkins,Matt Harmon_error,
1716,7,K,Cam Little,Matt Harmon_error,
1717,7,K,Brandon McManus,Matt Harmon_error,
1718,7,K,Anders Carlson,Matt Harmon_error,
1719,7,K,Eddy Pineiro,Matt Harmon_error,
1720,7,K,Greg Zuerlein,Matt Harmon_error,
1721,7,K,Nick Folk,Matt Harmon_error,
1722,7,K,Daniel Carlson,Matt Harmon_error,
1723,7,K,Joey Slye,Matt Harmon_error,
1724,7,K,Chad Ryland,Matt Harmon_error,
1725,8,K,Will Reichard,Matt Harmon_error,16.0
1726,8,K,Justin Tucker,Matt Harmon_error,18.0
1727,8,K,Ka'imi Fairbairn,Matt Harmon_error,6.0
1728,8,K,Brandon Aubrey,Matt Harmon_error,17.0
1729,8,K,Younghoe Koo,Matt Harmon_error,16.0
1730,8,K,Harrison Butker,Matt Harmon_error,4.0
1731,8,K,Austin Seibert,Matt Harmon_error,0.0
1732,8,K,Evan McPherson,Matt Harmon_error,15.0
1733,8,K,Chase McLaughlin,Matt Harmon_error,9.0
1734,8,K,Wil Lutz,Matt Harmon_error,15.0
1735,8,K,Cameron Dicker,Matt Harmon_error,5.0
1736,8,K,Jake Bates,Matt Harmon_error,6.0
1737,8,K,Chris Boswell,Matt Harmon_error,
1738,8,K,Brandon McManus,Matt Harmon_error,
1739,8,K,Jason Myers,Matt Harmon_error,
1740,8,K,Jake Elliott,Matt Harmon_error,
1741,8,K,Tyler Bass,Matt Harmon_error,
1742,8,K,Cairo Santos,Matt Harmon_error,
1743,8,K,Joshua Karty,Matt Harmon_error,
1744,8,K,Matt Gay,Matt Harmon_error,
1745,8,K,Jason Sanders,Matt Harmon_error,
1746,8,K,Anders Carlson,Matt Harmon_error,
1747,8,K,Chad Ryland,Matt Harmon_error,
1748,8,K,Cam Little,Matt Harmon_error,
1749,8,K,Daniel Carlson,Matt Harmon_error,
1750,8,K,Blake Grupe,Matt Harmon_error,
1751,8,K,Dustin Hopkins,Matt Harmon_error,
1752,8,K,Joey Slye,Matt Harmon_error,
1753,8,K,Greg Zuerlein,Matt Harmon_error,
1754,8,K,Nick Folk,Matt Harmon_error,
1755,8,K,Eddy Pineiro,Matt Harmon_error,
1756,8,K,Greg Joseph,Matt Harmon_error,
1757,9,K,Brandon Aubrey,Matt Harmon_error,7.0
1758,9,K,Will Reichard,Matt Harmon_error,22.0
1759,9,K,Younghoe Koo,Matt Harmon_error,23.0
1760,9,K,Austin Seibert,Matt Harmon_error,3.0
1761,9,K,Justin Tucker,Matt Harmon_error,1.0
1762,9,K,Harrison Butker,Matt Harmon_error,8.0
1763,9,K,Ka'imi Fairbairn,Matt Harmon_error,1.0
1764,9,K,Cameron Dicker,Matt Harmon_error,17.0
1765,9,K,Evan McPherson,Matt Harmon_error,7.0
1766,9,K,Brandon McManus,Matt Harmon_error,9.0
1767,9,K,Jake Elliott,Matt Harmon_error,9.0
1768,9,K,Tyler Bass,Matt Harmon_error,
1769,9,K,Jake Bates,Matt Harmon_error,7.0
1770,9,K,Chase McLaughlin,Matt Harmon_error,
1771,9,K,Jason Myers,Matt Harmon_error,
1772,9,K,Blake Grupe,Matt Harmon_error,
1773,9,K,Wil Lutz,Matt Harmon_error,
1774,9,K,Cairo Santos,Matt Harmon_error,
1775,9,K,Chad Ryland,Matt Harmon_error,
1776,9,K,Jason Sanders,Matt Harmon_error,
1777,9,K,Matt Gay,Matt Harmon_error,
1778,9,K,Joshua Karty,Matt Harmon_error,
1779,9,K,Dustin Hopkins,Matt Harmon_error,
1780,9,K,Cam Little,Matt Harmon_error,
1781,9,K,Daniel Carlson,Matt Harmon_error,
1782,9,K,Joey Slye,Matt Harmon_error,
1783,9,K,Riley Patterson,Matt Harmon_error,
1784,9,K,Eddy Pineiro,Matt Harmon_error,
1785,9,K,Nick Folk,Matt Harmon_error,
1786,9,K,Jude McAtamney,Matt Harmon_error,
1787,10,K,Younghoe Koo,Matt Harmon_error,19.0
1788,10,K,Justin Tucker,Matt Harmon_error,22.0
1789,10,K,Cameron Dicker,Matt Harmon_error,9.0
1790,10,K,Tyler Bass,Matt Harmon_error,2.0
1791,10,K,Chris Boswell,Matt Harmon_error,16.0
1792,10,K,Harrison Butker,Matt Harmon_error,0.0
1793,10,K,Ka'imi Fairbairn,Matt Harmon_error,3.0
1794,10,K,Brandon Aubrey,Matt Harmon_error,9.0
1795,10,K,Jake Elliott,Matt Harmon_error,1.0
1796,10,K,Jake Bates,Matt Harmon_error,5.0
1797,10,K,Jason Sanders,Matt Harmon_error,
1798,10,K,Evan McPherson,Matt Harmon_error,
1799,10,K,Jake Moody,Matt Harmon_error,
1800,10,K,Joshua Karty,Matt Harmon_error,
1801,10,K,Matt Gay,Matt Harmon_error,
1802,10,K,Blake Grupe,Matt Harmon_error,
1803,10,K,Chad Ryland,Matt Harmon_error,
1804,10,K,Chase McLaughlin,Matt Harmon_error,
1805,10,K,Wil Lutz,Matt Harmon_error,
1806,10,K,Zane Gonzalez,Matt Harmon_error,
1807,10,K,Cairo Santos,Matt Harmon_error,
1808,10,K,Cam Little,Matt Harmon_error,
1809,10,K,Joey Slye,Matt Harmon_error,
1810,10,K,Nick Folk,Matt Harmon_error,
1811,10,K,Spencer Shrader,Matt Harmon_error,
1812,10,K,Eddy Pineiro,Matt Harmon_error,
1813,11,K,Ka'imi Fairbairn,Matt Harmon_error,6.0
1814,11,K,Jake Bates,Matt Harmon_error,2.0
1815,11,K,Cameron Dicker,Matt Harmon_error,1.0
1816,11,K,Chris Boswell,Matt Harmon_error,5.0
1817,11,K,Justin Tucker,Matt Harmon_error,14.0
1818,11,K,Jake Moody,Matt Harmon_error,17.0
1819,11,K,Tyler Bass,Matt Harmon_error,11.0
1820,11,K,Younghoe Koo,Matt Harmon_error,2.0
1821,11,K,Jason Sanders,Matt Harmon_error,5.0
1822,11,K,Jake Elliott,Matt Harmon_error,4.0
1823,11,K,Brandon McManus,Matt Harmon_error,18.0
1824,11,K,Wil Lutz,Matt Harmon_error,
1825,11,K,Joshua Karty,Matt Harmon_error,
1826,11,K,Brandon Aubrey,Matt Harmon_error,6.0
1827,11,K,Evan McPherson,Matt Harmon_error,
1828,11,K,Zane Gonzalez,Matt Harmon_error,
1829,11,K,Blake Grupe,Matt Harmon_error,
1830,11,K,Dustin Hopkins,Matt Harmon_error,
1831,11,K,Matt Gay,Matt Harmon_error,
1832,11,K,Jason Myers,Matt Harmon_error,
1833,11,K,Spencer Shrader,Matt Harmon_error,
1834,11,K,Cairo Santos,Matt Harmon_error,
1835,11,K,Daniel Carlson,Matt Harmon_error,
1836,11,K,Joey Slye,Matt Harmon_error,
1837,11,K,Cam Little,Matt Harmon_error,
1838,11,K,Anders Carlson,Matt Harmon_error,
1839,11,K,Nick Folk,Matt Harmon_error,
1840,12,K,Jake Bates,Matt Harmon_error,14.0
1841,12,K,Ka'imi Fairbairn,Matt Harmon_error,8.0
1842,12,K,Cameron Dicker,Matt Harmon_error,1.0
1843,12,K,Jason Sanders,Matt Harmon_error,2.0
1844,12,K,Wil Lutz,Matt Harmon_error,5.0
1845,12,K,Justin Tucker,Matt Harmon_error,9.0
1846,12,K,Chris Boswell,Matt Harmon_error,13.0
1847,12,K,Chase McLaughlin,Matt Harmon_error,9.0
1848,12,K,Jake Moody,Matt Harmon_error,17.0
1849,12,K,Brandon Aubrey,Matt Harmon_error,2.0
1850,12,K,Spencer Shrader,Matt Harmon_error,
1851,12,K,Jake Elliott,Matt Harmon_error,
1852,12,K,Chad Ryland,Matt Harmon_error,6.0
1853,12,K,Austin Seibert,Matt Harmon_error,
1854,12,K,Brandon McManus,Matt Harmon_error,
1855,12,K,Matt Gay,Matt Harmon_error,
1856,12,K,Joshua Karty,Matt Harmon_error,
1857,12,K,Jason Myers,Matt Harmon_error,
1858,12,K,Joey Slye,Matt Harmon_error,
1859,12,K,Daniel Carlson,Matt Harmon_error,
1860,12,K,Dustin Hopkins,Matt Harmon_error,
1861,12,K,Cairo Santos,Matt Harmon_error,
1862,12,K,Graham Gano,Matt Harmon_error,
1863,12,K,Nick Folk,Matt Harmon_error,
1864,12,K,Eddy Pineiro,Matt Harmon_error,
1865,13,K,Cameron Dicker,Matt Harmon_error,7.0
1866,13,K,Jake Bates,Matt Harmon_error,5.0
1867,13,K,Ka'imi Fairbairn,Matt Harmon_error,4.0
1868,13,K,Chris Boswell,Matt Harmon_error,2.0
1869,13,K,Chase McLaughlin,Matt Harmon_error,3.0
1870,13,K,Brandon Aubrey,Matt Harmon_error,9.0
1871,13,K,Wil Lutz,Matt Harmon_error,4.0
1872,13,K,Justin Tucker,Matt Harmon_error,10.0
1873,13,K,Jake Elliott,Matt Harmon_error,13.0
1874,13,K,Tyler Bass,Matt Harmon_error,15.0
1875,13,K,Brandon McManus,Matt Harmon_error,
1876,13,K,Jason Sanders,Matt Harmon_error,
1877,13,K,Chad Ryland,Matt Harmon_error,
1878,13,K,Younghoe Koo,Matt Harmon_error,
1879,13,K,Joshua Karty,Matt Harmon_error,
1880,13,K,Evan McPherson,Matt Harmon_error,
1881,13,K,Jason Myers,Matt Harmon_error,
1882,13,K,Matt Gay,Matt Harmon_error,
1883,13,K,Zane Gonzalez,Matt Harmon_error,
1884,13,K,Jake Moody,Matt Harmon_error,
1885,13,K,Blake Grupe,Matt Harmon_error,
1886,13,K,Matthew Wright,Matt Harmon_error,
1887,13,K,Joey Slye,Matt Harmon_error,
1888,13,K,Nick Folk,Matt Harmon_error,
1889,13,K,Cairo Santos,Matt Harmon_error,
1890,13,K,Dustin Hopkins,Matt Harmon_error,
1891,13,K,Eddy Pineiro,Matt Harmon_error,
1892,13,K,Daniel Carlson,Matt Harmon_error,
1893,13,K,Cam Little,Matt Harmon_error,
1894,13,K,Graham Gano,Matt Harmon_error,
1895,1,K,Evan McPherson,Kate Magdziuk_error,23.0
1896,1,K,Harrison Butker,Kate Magdziuk_error,14.0
1897,1,K,Justin Tucker,Kate Magdziuk_error,14.0
1898,1,K,Ka'imi Fairbairn,Kate Magdziuk_error,1.0
1899,1,K,Jake Elliott,Kate Magdziuk_error,8.0
1900,1,K,Tyler Bass,Kate Magdziuk_error,6.0
1901,1,K,Brandon Aubrey,Kate Magdziuk_error,4.0
1902,1,K,Jason Sanders,Kate Magdziuk_error,2.0
1903,1,K,Younghoe Koo,Kate Magdziuk_error,17.0
1904,1,K,Jake Moody,Kate Magdziuk_error,10.0
1905,1,K,Cairo Santos,Kate Magdziuk_error,0.0
1906,1,K,Jason Myers,Kate Magdziuk_error,
1907,1,K,Jake Bates,Kate Magdziuk_error,
1908,1,K,Cameron Dicker,Kate Magdziuk_error,
1909,1,K,Blake Grupe,Kate Magdziuk_error,
1910,1,K,Dustin Hopkins,Kate Magdziuk_error,
1911,1,K,Chase McLaughlin,Kate Magdziuk_error,
1912,1,K,Daniel Carlson,Kate Magdziuk_error,
1913,1,K,Chris Boswell,Kate Magdziuk_error,
1914,1,K,Greg Zuerlein,Kate Magdziuk_error,
1915,1,K,Joshua Karty,Kate Magdziuk_error,
1916,1,K,Matt Prater,Kate Magdziuk_error,
1917,1,K,Graham Gano,Kate Magdziuk_error,
1918,1,K,Will Reichard,Kate Magdziuk_error,
1919,1,K,Eddy Pineiro,Kate Magdziuk_error,
1920,1,K,Cam Little,Kate Magdziuk_error,
1921,1,K,Wil Lutz,Kate Magdziuk_error,
1922,1,K,Joey Slye,Kate Magdziuk_error,1.0
1923,1,K,Brayden Narveson,Kate Magdziuk_error,
1924,1,K,Nick Folk,Kate Magdziuk_error,
1925,1,K,Spencer Shrader,Kate Magdziuk_error,
1926,1,K,Cade York,Kate Magdziuk_error,
1927,2,K,Justin Tucker,Kate Magdziuk_error,6.0
1928,2,K,Harrison Butker,Kate Magdziuk_error,8.0
1929,2,K,Brandon Aubrey,Kate Magdziuk_error,2.0
1930,2,K,Ka'imi Fairbairn,Kate Magdziuk_error,2.0
1931,2,K,Jake Elliott,Kate Magdziuk_error,20.0
1932,2,K,Tyler Bass,Kate Magdziuk_error,16.0
1933,2,K,Jake Moody,Kate Magdziuk_error,19.0
1934,2,K,Jason Sanders,Kate Magdziuk_error,21.0
1935,2,K,Evan McPherson,Kate Magdziuk_error,5.0
1936,2,K,Chris Boswell,Kate Magdziuk_error,9.0
1937,2,K,Younghoe Koo,Kate Magdziuk_error,1.0
1938,2,K,Cameron Dicker,Kate Magdziuk_error,2.0
1939,2,K,Cairo Santos,Kate Magdziuk_error,
1940,2,K,Jake Bates,Kate Magdziuk_error,
1941,2,K,Jason Myers,Kate Magdziuk_error,
1942,2,K,Blake Grupe,Kate Magdziuk_error,
1943,2,K,Chase McLaughlin,Kate Magdziuk_error,
1944,2,K,Joshua Karty,Kate Magdziuk_error,
1945,2,K,Greg Zuerlein,Kate Magdziuk_error,
1946,2,K,Dustin Hopkins,Kate Magdziuk_error,
1947,2,K,Matt Prater,Kate Magdziuk_error,
1948,2,K,Daniel Carlson,Kate Magdziuk_error,
1949,2,K,Cam Little,Kate Magdziuk_error,
1950,2,K,Will Reichard,Kate Magdziuk_error,
1951,2,K,Wil Lutz,Kate Magdziuk_error,
1952,2,K,Nick Folk,Kate Magdziuk_error,
1953,2,K,Eddy Pineiro,Kate Magdziuk_error,
1954,2,K,Brayden Narveson,Kate Magdziuk_error,
1955,3,K,Harrison Butker,Kate Magdziuk_error,1.0
1956,3,K,Jake Moody,Kate Magdziuk_error,12.0
1957,3,K,Brandon Aubrey,Kate Magdziuk_error,5.0
1958,3,K,Ka'imi Fairbairn,Kate Magdziuk_error,25.0
1959,3,K,Justin Tucker,Kate Magdziuk_error,15.0
1960,3,K,Evan McPherson,Kate Magdziuk_error,2.0
1961,3,K,Jake Elliott,Kate Magdziuk_error,22.0
1962,3,K,Blake Grupe,Kate Magdziuk_error,3.0
1963,3,K,Daniel Carlson,Kate Magdziuk_error,17.0
1964,3,K,Cameron Dicker,Kate Magdziuk_error,10.0
1965,3,K,Tyler Bass,Kate Magdziuk_error,3.0
1966,3,K,Younghoe Koo,Kate Magdziuk_error,
1967,3,K,Chase McLaughlin,Kate Magdziuk_error,
1968,3,K,Jake Bates,Kate Magdziuk_error,
1969,3,K,Cairo Santos,Kate Magdziuk_error,4.0
1970,3,K,Jason Myers,Kate Magdziuk_error,
1971,3,K,Dustin Hopkins,Kate Magdziuk_error,
1972,3,K,Chris Boswell,Kate Magdziuk_error,
1973,3,K,Matt Prater,Kate Magdziuk_error,
1974,3,K,Greg Zuerlein,Kate Magdziuk_error,
1975,3,K,Jason Sanders,Kate Magdziuk_error,
1976,3,K,Will Reichard,Kate Magdziuk_error,
1977,3,K,Brayden Narveson,Kate Magdziuk_error,
1978,3,K,Cam Little,Kate Magdziuk_error,
1979,3,K,Joshua Karty,Kate Magdziuk_error,
1980,3,K,Wil Lutz,Kate Magdziuk_error,
1981,3,K,Matt Gay,Kate Magdziuk_error,
1982,3,K,Austin Seibert,Kate Magdziuk_error,
1983,3,K,Eddy Pineiro,Kate Magdziuk_error,
1984,3,K,Joey Slye,Kate Magdziuk_error,
1985,3,K,Nick Folk,Kate Magdziuk_error,
1986,4,K,Brandon Aubrey,Kate Magdziuk_error,6.0
1987,4,K,Ka'imi Fairbairn,Kate Magdziuk_error,19.0
1988,4,K,Harrison Butker,Kate Magdziuk_error,23.0
1989,4,K,Jake Moody,Kate Magdziuk_error,1.0
1990,4,K,Evan McPherson,Kate Magdziuk_error,1.0
1991,4,K,Matt Prater,Kate Magdziuk_error,23.0
1992,4,K,Justin Tucker,Kate Magdziuk_error,19.0
1993,4,K,Younghoe Koo,Kate Magdziuk_error,8.0
1994,4,K,Blake Grupe,Kate Magdziuk_error,12.0
1995,4,K,Chase McLaughlin,Kate Magdziuk_error,4.0
1996,4,K,Chris Boswell,Kate Magdziuk_error,4.0
1997,4,K,Jason Myers,Kate Magdziuk_error,
1998,4,K,Tyler Bass,Kate Magdziuk_error,12.0
1999,4,K,Jake Elliott,Kate Magdziuk_error,
2000,4,K,Jake Bates,Kate Magdziuk_error,
2001,4,K,Dustin Hopkins,Kate Magdziuk_error,
2002,4,K,Cairo Santos,Kate Magdziuk_error,
2003,4,K,Daniel Carlson,Kate Magdziuk_error,
2004,4,K,Will Reichard,Kate Magdziuk_error,
2005,4,K,Brayden Narveson,Kate Magdziuk_error,
2006,4,K,Cameron Dicker,Kate Magdziuk_error,
2007,4,K,Greg Zuerlein,Kate Magdziuk_error,
2008,4,K,Wil Lutz,Kate Magdziuk_error,
2009,4,K,Austin Seibert,Kate Magdziuk_error,
2010,4,K,Jason Sanders,Kate Magdziuk_error,
2011,4,K,Cam Little,Kate Magdziuk_error,
2012,4,K,Greg Joseph,Kate Magdziuk_error,
2013,4,K,Eddy Pineiro,Kate Magdziuk_error,
2014,4,K,Joshua Karty,Kate Magdziuk_error,
2015,4,K,Nick Folk,Kate Magdziuk_error,
2016,4,K,Joey Slye,Kate Magdziuk_error,
2017,4,K,Matt Gay,Kate Magdziuk_error,
2018,5,K,Brandon Aubrey,Kate Magdziuk_error,11.0
2019,5,K,Harrison Butker,Kate Magdziuk_error,2.0
2020,5,K,Ka'imi Fairbairn,Kate Magdziuk_error,0.0
2021,5,K,Younghoe Koo,Kate Magdziuk_error,3.0
2022,5,K,Justin Tucker,Kate Magdziuk_error,1.0
2023,5,K,Jake Moody,Kate Magdziuk_error,6.0
2024,5,K,Chase McLaughlin,Kate Magdziuk_error,3.0
2025,5,K,Evan McPherson,Kate Magdziuk_error,17.0
2026,5,K,Tyler Bass,Kate Magdziuk_error,8.0
2027,5,K,Jason Myers,Kate Magdziuk_error,2.0
2028,5,K,Cairo Santos,Kate Magdziuk_error,12.0
2029,5,K,Chris Boswell,Kate Magdziuk_error,
2030,5,K,Dustin Hopkins,Kate Magdziuk_error,
2031,5,K,Blake Grupe,Kate Magdziuk_error,
2032,5,K,Austin Seibert,Kate Magdziuk_error,
2033,5,K,Wil Lutz,Kate Magdziuk_error,
2034,5,K,Will Reichard,Kate Magdziuk_error,
2035,5,K,Matt Gay,Kate Magdziuk_error,
2036,5,K,Greg Zuerlein,Kate Magdziuk_error,
2037,5,K,Cam Little,Kate Magdziuk_error,
2038,5,K,Brayden Narveson,Kate Magdziuk_error,
2039,5,K,Daniel Carlson,Kate Magdziuk_error,
2040,5,K,Eddy Pineiro,Kate Magdziuk_error,
2041,5,K,Joshua Karty,Kate Magdziuk_error,
2042,5,K,Joey Slye,Kate Magdziuk_error,
2043,5,K,Chad Ryland,Kate Magdziuk_error,2.0
2044,5,K,Jason Sanders,Kate Magdziuk_error,
2045,5,K,Greg Joseph,Kate Magdziuk_error,
2046,6,K,Brandon Aubrey,Kate Magdziuk_error,4.0
2047,6,K,Younghoe Koo,Kate Magdziuk_error,5.0
2048,6,K,Ka'imi Fairbairn,Kate Magdziuk_error,2.0
2049,6,K,Justin Tucker,Kate Magdziuk_error,2.0
2050,6,K,Chase McLaughlin,Kate Magdziuk_error,11.0
2051,6,K,Evan McPherson,Kate Magdziuk_error,14.0
2052,6,K,Chris Boswell,Kate Magdziuk_error,6.0
2053,6,K,Austin Seibert,Kate Magdziuk_error,2.0
